business_id,pois_100m_count,pois_200m_count,pois_500m_count,places_100m_count,places_200m_count,places_500m_count,traffic_100m_count,traffic_200m_count,traffic_500m_count,transport_100m_count,transport_200m_count,transport_500m_count,roads_100m_count,roads_100m_len,roads_200m_count,roads_200m_len,roads_500m_count,roads_500m_len,railways_100m_count,railways_100m_len,railways_200m_count,railways_200m_len,railways_500m_count,railways_500m_len,waterways_100m_count,waterways_100m_len,waterways_200m_count,waterways_200m_len,waterways_500m_count,waterways_500m_len,buildings_100m_count,buildings_100m_area,buildings_200m_count,buildings_200m_area,buildings_500m_count,buildings_500m_area,landuse_100m_count,landuse_100m_area,landuse_200m_count,landuse_200m_area,landuse_500m_count,landuse_500m_area,natural_100m_count,natural_100m_area,natural_200m_count,natural_200m_area,natural_500m_count,natural_500m_area,water_100m_count,water_100m_area,water_200m_count,water_200m_area,water_500m_count,water_500m_area
liy3id4Wj1AaIduwETiVSQ,0.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,250.0,0.0,0.0,0.0,39.0,4706.14649457496,154,16438.934207321174,483,62185.38602997181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,9620.374062331855,322.0,29635.287656973927,2688,227873.75898325528,3.0,4025.4020504718396,9.0,16298.6131504821,12.0,37188.72499529089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jNFUIKiCCKnLCpGJpkyrg,0.0,0.0,14.0,0.0,0.0,0.0,21.0,49.0,171.0,0.0,0.0,0.0,45.0,6827.905062644734,112,13485.211457773145,423,45669.47582181709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2285.1630280812765,51.0,7571.957297538287,423.0,38899.09835405863,1210,188209.96082361316,0.0,0.0,0.0,0.0,9.0,1042353.6101194489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110202.95426761945
zwTmOj4B_OVPMTMYijQiKg,22.0,34.0,127.0,0.0,0.0,0.0,24.0,63.0,314.0,1.0,4.0,20.0,75.0,6017.357066978443,176,19908.399734069495,774,67437.65326497273,2.0,2433.7758089342683,2.0,2433.7758089342683,4.0,4336.93923160003,0.0,0.0,0.0,0.0,0.0,0.0,108.0,14821.464034038887,344.0,51889.72630352618,1814,277512.3319123956,3.0,16714.784541442652,5.0,17026.398120586564,22.0,93170.75498221086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UhIdCsdiWS4K0EkbvVdlAw,0.0,0.0,2.0,0.0,0.0,0.0,5.0,14.0,39.0,0.0,0.0,0.0,18.0,3181.285294047782,47,7801.128843545851,215,35283.235475173875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,14502.566934987006,425.0,43199.63841062088,2686,251679.6435952506,1.0,709.4074669841291,2.0,890.3911400364498,14.0,54056.55106691916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVe-jR0szZPC6o7r15jp4g,22.0,76.0,361.0,0.0,0.0,1.0,20.0,80.0,473.0,0.0,4.0,28.0,38.0,4190.6032133735,159,11877.31584190203,925,58787.11242439722,0.0,0.0,13.0,1894.2640777845663,86.0,24348.48627822095,0.0,0.0,0.0,0.0,0.0,0.0,56.0,28997.845276123062,139.0,106563.58441894731,859,460769.11219351017,0.0,0.0,5.0,27022.259622881014,20.0,578247.2198641911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1134.9999501988616
Bih0eT_lbbCUwKmGYpX0hw,1.0,9.0,53.0,0.0,0.0,0.0,12.0,41.0,251.0,0.0,0.0,1.0,26.0,5902.807687125089,79,10913.475315709598,479,51650.6370558554,0.0,0.0,0.0,0.0,2.0,4180.3710357400705,0.0,0.0,0.0,0.0,0.0,0.0,212.0,16949.552830352764,672.0,59980.02818111294,3618,352192.9500579325,1.0,13117.401284477151,5.0,43182.26700983445,13.0,85918.55879969017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.112282411386953
qot32tHVWZpiJibLTwQGyw,11.0,12.0,18.0,0.0,0.0,0.0,7.0,35.0,142.0,0.0,0.0,0.0,33.0,2506.101352780394,78,7144.1493418940145,327,26624.57660122572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2280.1304002086667,41.0,7462.789926266596,97.0,15134.02472344994,551,113013.1767666149,4.0,8384989.700770318,8.0,9569595.515497157,12.0,10371603.595137862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RI33oswGDkIsc0fuQ8GzjA,2.0,4.0,9.0,0.0,0.0,0.0,15.0,24.0,102.0,0.0,0.0,1.0,26.0,2888.621715469533,68,10398.317591573548,313,41445.44757668187,0.0,0.0,0.0,0.0,1.0,1736.388303530691,0.0,0.0,0.0,0.0,0.0,0.0,181.0,12418.555086343658,769.0,55025.700436222025,4153,279885.9613208433,2.0,728632.6849797524,2.0,728632.6849797524,23.0,917340.9901475094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1pkuCWlH3iEuUAQVHpIuHQ,3.0,4.0,80.0,0.0,0.0,0.0,27.0,76.0,274.0,2.0,3.0,15.0,79.0,4544.970649881721,164,11507.362962029754,654,56123.7417202613,2.0,7507.293243275146,2.0,7507.293243275146,2.0,7507.293243275146,0.0,0.0,0.0,0.0,0.0,0.0,90.0,14901.674459272703,447.0,59133.855472428724,2298,325831.4926418549,0.0,0.0,0.0,0.0,13.0,139705.40294855903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ukt4QdEiwDubi991eF75TA,1.0,15.0,78.0,0.0,0.0,0.0,14.0,50.0,336.0,0.0,0.0,10.0,54.0,5480.15609726238,152,13865.236434664726,802,63455.991615414714,0.0,0.0,0.0,0.0,7.0,9354.451198357554,0.0,0.0,0.0,0.0,0.0,0.0,296.0,19297.575149661734,807.0,69573.74180836711,2930,299749.7999239576,0.0,0.0,1.0,18885.863769582935,19.0,2965760.1771455505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,459.5949792768762
HFuAKE0uZ-frIMjroeA-cA,7.0,13.0,53.0,0.0,0.0,0.0,15.0,34.0,271.0,1.0,4.0,17.0,43.0,4512.27362283367,107,9330.06944978572,803,58309.958093805944,0.0,0.0,0.0,0.0,8.0,10903.327808510308,0.0,0.0,0.0,0.0,0.0,0.0,71.0,16458.53725658671,273.0,70284.55675474952,2277,321666.009292779,1.0,49276.173555137146,4.0,63215.20769271569,21.0,181677.9699331232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E-DcL1u330qwvoxXhipmUQ,8.0,23.0,72.0,0.0,0.0,0.0,18.0,48.0,306.0,0.0,0.0,0.0,39.0,4772.300186260316,111,15612.805877441204,615,57911.61459309651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,17588.67185525996,794.0,64122.762674707905,4018,370283.3882353603,0.0,0.0,2.0,1260.749662720515,15.0,188801.15001759058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUNpbcLvHZLE3NpOifjNUQ,10.0,46.0,286.0,0.0,0.0,0.0,11.0,62.0,400.0,0.0,4.0,15.0,26.0,3226.950501687028,75,8110.663452257181,681,45287.46099661909,0.0,0.0,0.0,0.0,57.0,16930.465238950834,0.0,0.0,0.0,0.0,9.0,545.9677195655222,86.0,22129.48329928719,260.0,78043.35842143731,1344,367720.76829958695,0.0,0.0,1.0,325.6145059206991,16.0,83475.09640977958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1631559.5172877696
eFvzHawVJofxSnD7TgbZtg,2.0,14.0,96.0,0.0,0.0,0.0,18.0,62.0,366.0,0.0,0.0,6.0,49.0,4954.214372976889,152,12347.481911577717,742,63218.41224505138,0.0,0.0,0.0,0.0,8.0,3357.826730397689,0.0,0.0,0.0,0.0,0.0,0.0,165.0,18408.276669426075,406.0,65982.02954524636,2877,377069.705248748,0.0,0.0,2.0,8058.8230613150645,20.0,280338.00057011715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teGUSCn6Vlrs07qIgilFHA,0.0,8.0,26.0,0.0,0.0,0.0,19.0,70.0,212.0,1.0,6.0,14.0,56.0,3635.197205547561,176,16370.86866926165,505,58477.317402044464,2.0,7507.293243275146,2.0,7507.293243275146,2.0,7507.293243275146,0.0,0.0,0.0,0.0,0.0,0.0,92.0,19450.962647144093,307.0,56208.187374117006,2369,274730.3408338442,0.0,0.0,1.0,281.29812261765153,25.0,46084.616818552255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOPk3f5TedR-fw9HO4VJlQ,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,11.0,7189.204705142421,18,12847.965984367152,91,33269.50688999389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,15783.207008763227,406.0,46784.715563470454,2345,222588.19685886317,0.0,0.0,0.0,0.0,2.0,144875.32952627854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zYty3y2eQZQfdCSzyUUbzw,47.0,84.0,276.0,0.0,0.0,3.0,21.0,56.0,388.0,2.0,8.0,25.0,60.0,3566.9212555460026,173,9758.31754959389,1090,60076.62970905632,4.0,3874.0454506477176,6.0,6212.501190061093,82.0,23729.914512897805,0.0,0.0,0.0,0.0,0.0,0.0,9.0,126092.29262126578,46.0,166055.72121332338,625,465717.32876564324,1.0,187898.59426844976,1.0,187898.59426844976,11.0,210019.17226551825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1134.9999501988616
c6r29yLfVhZaSyrtsNVLRQ,13.0,23.0,62.0,0.0,0.0,0.0,24.0,70.0,220.0,0.0,0.0,2.0,43.0,5014.757584290239,87,15513.496930160256,372,47585.80898379487,0.0,0.0,0.0,0.0,2.0,4180.3710357400705,0.0,0.0,0.0,0.0,0.0,0.0,246.0,18495.56730278369,862.0,64402.326884169786,4820,386496.7346918573,1.0,297.64395696513935,3.0,17987.717713640744,7.0,52208.30383853556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.383733638993693,1.0,19.383733638993693,5.0,42.496016050380646
mNu6xYO2bn-rvacN12h9WA,0.0,0.0,4.0,0.0,0.0,0.0,7.0,29.0,168.0,0.0,0.0,0.0,29.0,2573.1263422318334,96,8820.764620501717,398,41455.28758539438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,12476.038762738714,440.0,45085.413232145525,2264,204310.28211315733,0.0,0.0,0.0,0.0,1.0,155.9476541140573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIoCIxjn4jLt2O-4DajWJw,21.0,83.0,192.0,0.0,0.0,0.0,24.0,64.0,257.0,3.0,6.0,21.0,50.0,4454.335975958098,123,9311.124238872666,696,53335.63746485192,2.0,1202.107499983199,4.0,2111.2210679599802,11.0,3333.1678779122676,0.0,0.0,0.0,0.0,0.0,0.0,93.0,18240.727701598065,306.0,82120.82381642038,830,284893.546482832,3.0,195986.68830883427,5.0,197767.93924867766,34.0,297414.0069320662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7538420.013885747
3kiB39JzdovdlOhQj-nMCw,3.0,9.0,59.0,0.0,0.0,0.0,19.0,59.0,294.0,0.0,0.0,1.0,43.0,5185.420128773786,115,12012.85568960423,525,53014.43917454222,0.0,0.0,0.0,0.0,2.0,4180.3710357400705,0.0,0.0,0.0,0.0,0.0,0.0,103.0,20659.053294553327,482.0,57845.44470184491,3464,358079.99799409445,2.0,14960.749737193371,4.0,27073.335162097705,14.0,117808.42205656409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.545226576005438
i_5PaxI8DK9EErsHBdwP1A,1.0,6.0,63.0,0.0,0.0,0.0,24.0,47.0,233.0,4.0,5.0,9.0,45.0,4401.786803241202,126,14248.799771669615,544,53738.97923816532,2.0,7507.293243275146,6.0,10204.899967838759,14.0,11747.409885296305,0.0,0.0,0.0,0.0,0.0,0.0,41.0,14279.522823927891,143.0,44257.454852478644,1584,240480.75045600047,2.0,15843.483155345506,4.0,29484.645016546503,15.0,377516.1352503612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pj8Y-5vfbRitnnm2xJFH9w,8.0,18.0,97.0,0.0,0.0,0.0,20.0,99.0,434.0,0.0,1.0,6.0,52.0,4913.514473642607,170,18021.252766696412,711,63125.69213921597,0.0,0.0,5.0,4842.902048195542,22.0,7513.613263379348,0.0,0.0,0.0,0.0,0.0,0.0,130.0,15050.272220277988,437.0,65575.88214307207,2985,381672.73892149364,0.0,0.0,0.0,0.0,7.0,48963.83896478472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.577765252671442
xYOETY4C57qgs0ldtDYX_Q,1.0,3.0,6.0,0.0,0.0,0.0,4.0,57.0,269.0,0.0,0.0,0.0,20.0,2051.2644707022832,134,14073.990423896561,524,57357.189793520134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,16122.010138326785,311.0,40450.75898523905,2813,224295.8290016301,1.0,22871.62275608343,3.0,43349.47570633174,7.0,53315.94303564567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XpTNCVbO5wL1DtDyKzKqfA,0.0,0.0,1.0,0.0,0.0,0.0,12.0,27.0,125.0,0.0,0.0,0.0,36.0,4462.40398816684,76,9452.690459283276,303,39916.51253806728,0.0,0.0,0.0,0.0,3.0,760.7702234564689,0.0,0.0,0.0,0.0,0.0,0.0,37.0,12969.418899829067,248.0,36794.26803569582,1993,199082.60763757525,1.0,252.57283501265954,2.0,12011.0886611006,7.0,5598014.08126902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoooZrFnFZhRVuBH_LGcQw,8.0,10.0,10.0,0.0,0.0,0.0,11.0,34.0,152.0,0.0,0.0,0.0,33.0,4905.780828544879,96,14991.787055038922,365,48095.684883588365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,11279.16298316217,475.0,45539.53294222935,3139,271217.82596630784,1.0,8824.336864182673,1.0,8824.336864182673,5.0,420246.53876137553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skW4boArIApRw9DXKXukkA,0.0,0.0,16.0,0.0,0.0,0.0,10.0,17.0,57.0,0.0,0.0,0.0,33.0,4413.867667536212,83,8622.441475403224,327,37217.19267306119,1.0,2403.8312996113864,1.0,2403.8312996113864,1.0,2403.8312996113864,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21518.582836282145,9.0,41247.672950524386,62,290698.0174530237,2.0,786789.8590591362,3.0,797746.8529436137,7.0,1078077.8420207864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7538246.299938927
fYXCk6Usfd2wzyaBBIM4dw,0.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,28.0,2802.398392669526,46,6098.964662567552,176,26546.079954683024,0.0,0.0,1.0,1463.2835200826828,3.0,7557.02706014886,0.0,0.0,0.0,0.0,1.0,453.2000628650656,18.0,7384.648560990668,98.0,26719.490060345983,972,150067.77781425504,1.0,61442.22582894299,1.0,61442.22582894299,4.0,5813592.03617695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6LCZLGa09Qifn6rG7-DNrg,27.0,73.0,219.0,0.0,0.0,2.0,12.0,50.0,309.0,1.0,2.0,23.0,40.0,3499.9198949763336,162,10793.877035321824,938,57020.82697299947,0.0,0.0,28.0,7399.3501195543995,51.0,18126.737788992046,0.0,0.0,0.0,0.0,0.0,0.0,78.0,27983.371622364026,188.0,165896.61643873935,580,432275.8530222699,0.0,0.0,2.0,196135.9417886647,16.0,442041.90708499576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,712.7525262732746
_kSaLnFZIEpOZEg6ZIxKvQ,8.0,11.0,60.0,0.0,0.0,0.0,11.0,32.0,223.0,0.0,0.0,1.0,13.0,4749.875920190524,26,9255.60229532395,372,43108.65564122966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,15582.990877882612,471.0,70025.23192711848,2744,332803.64706459665,0.0,0.0,3.0,21548.007133045852,6.0,37316.72935199839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iJOwwuhHP_0BCHmpmJ8l4Q,1.0,8.0,32.0,0.0,0.0,0.0,4.0,4.0,60.0,2.0,2.0,19.0,13.0,1688.1769487040367,37,4792.979124107174,191,28884.396676765016,8.0,8889.68900643104,9.0,8976.475720253426,34.0,27138.603275468075,0.0,0.0,0.0,0.0,0.0,0.0,55.0,9521.021298778865,218.0,29934.51511859393,1779,184093.4451028864,2.0,44626.76292819987,4.0,98259.34494633612,9.0,486716.13027262053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2TRCYPklp7a8Ipcz5y-BA,14.0,67.0,310.0,0.0,1.0,3.0,9.0,69.0,435.0,3.0,9.0,30.0,50.0,2587.2148220332215,219,10765.022502958707,1074,61612.27487912633,3.0,3608.8133605486637,7.0,6646.708891194195,65.0,18544.348455961102,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44648.725959894036,71.0,133274.01735653548,569,504946.4495455213,1.0,187898.59426844976,1.0,187898.59426844976,13.0,493869.172452779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1134.9999501988616
fzZxqe9XAtKrx10959x1Rg,31.0,54.0,359.0,0.0,0.0,0.0,15.0,52.0,455.0,1.0,1.0,20.0,23.0,3022.8242376581347,65,6749.448718010407,608,46004.06151118896,4.0,7208.734088213801,24.0,8627.152638384165,77.0,19781.93089395058,0.0,0.0,0.0,0.0,0.0,0.0,31.0,28875.45840868873,119.0,84073.46264740078,885,406531.70172792027,0.0,0.0,2.0,14182.495081910636,21.0,448348.42704326124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.6043388013849
wAUkOyvAoyE6F7zuQ3g_UA,2.0,2.0,8.0,0.0,0.0,0.0,14.0,57.0,190.0,2.0,4.0,9.0,74.0,4934.16227596249,200,16147.907228512991,529,49673.819088287644,0.0,0.0,0.0,0.0,2.0,1918.0447395578772,0.0,0.0,0.0,0.0,0.0,0.0,72.0,13945.701259005222,467.0,45933.534571387645,3641,326685.4417023773,2.0,710071.1841582464,6.0,712611.4607667134,19.0,748608.5567681213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YSQkA13M3dVSrWynCqybaA,7.0,15.0,53.0,0.0,0.0,0.0,9.0,32.0,261.0,1.0,2.0,20.0,31.0,3655.4181937897424,115,10592.161964895557,792,53436.84725721459,0.0,0.0,0.0,0.0,15.0,12065.169191128829,0.0,0.0,0.0,0.0,0.0,0.0,41.0,29868.52455593432,257.0,66317.37251149704,2127,313383.7707646336,1.0,49276.173555137146,6.0,110866.28469845037,21.0,176873.46681966714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J-ciDDEdIHMcChGIyKZnOg,7.0,24.0,52.0,0.0,0.0,0.0,14.0,54.0,233.0,2.0,7.0,21.0,43.0,3063.0610016914075,171,14692.140065671065,715,52870.689585404594,1.0,1215.309298159832,8.0,13076.444036604247,10.0,13675.28908961897,0.0,0.0,0.0,0.0,0.0,0.0,125.0,16160.128175051123,465.0,56429.05947690671,2557,327327.6287467867,1.0,4369.58997362924,4.0,12467.128192505685,21.0,134910.9072148732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1047.5408669265416
XBdaG2kQ2Iz9VNGPZokjYg,0.0,3.0,15.0,0.0,0.0,0.0,17.0,38.0,288.0,0.0,0.0,0.0,34.0,5274.31868286403,58,7781.351863840858,434,36858.31158085072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.57707250400676,36.0,5252.56161608941,130.0,20185.485974238807,699,111305.22387032691,4.0,194889.7410230381,8.0,242977.35420055082,24.0,11626073.73296161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8882.20474515663,5.0,41113.7431140125
MKHJy86fkFnMAhZac6wuLw,4.0,7.0,20.0,0.0,0.0,0.0,4.0,27.0,88.0,0.0,0.0,0.0,39.0,3392.780941726189,119,12165.1424546525,419,41632.95661820653,0.0,0.0,1.0,1181.5341690038472,1.0,1181.5341690038472,0.0,0.0,1.0,104.46115153141348,7.0,616.6653929219516,3.0,15909.188453425078,25.0,21790.92403857336,393,180604.75599265666,1.0,76052.10945660746,2.0,140612.70898411932,9.0,543879.3293684084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIv5kTb_P3jnngPkMeRRNw,30.0,86.0,404.0,0.0,0.0,1.0,22.0,77.0,452.0,0.0,4.0,25.0,51.0,6104.054864061108,124,12378.27907451789,847,54560.28605118024,0.0,0.0,2.0,795.5197096509332,84.0,24400.94016021184,0.0,0.0,0.0,0.0,0.0,0.0,63.0,26841.802344000425,169.0,115933.9490887782,959,444389.0140250836,0.0,0.0,1.0,15578.877885963451,16.0,338812.82896675984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1251.6042890002466
C_EtrXTygRX5RTUOKtO6Dg,7.0,22.0,123.0,0.0,0.0,0.0,28.0,63.0,295.0,0.0,0.0,9.0,46.0,4586.889065624819,139,12847.92730713179,826,65666.82763673385,5.0,2970.916952352397,7.0,3612.737723717379,42.0,13352.801548803345,0.0,0.0,0.0,0.0,0.0,0.0,52.0,14223.546161613076,219.0,63041.66614518174,833,281594.27865187015,1.0,1393.3091616384013,4.0,126566.83911139832,18.0,380358.0856018002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,351.80909071853597
10wt8eSXI_PZfl9dRIiWmg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,21.0,4701.122770257644,38,6867.9406626791915,153,23552.224523993376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,7112.047441645699,232.0,26090.786122894828,1313,153775.867437369,2.0,43284.74722721116,2.0,43284.74722721116,9.0,470307.95928119315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbtYqoBGuvlWmR1gU0c3XA,2.0,10.0,105.0,0.0,0.0,0.0,17.0,70.0,388.0,0.0,0.0,7.0,52.0,4505.165204800846,165,14065.57783097348,779,63287.23402478051,0.0,0.0,0.0,0.0,8.0,3357.826730397689,0.0,0.0,0.0,0.0,0.0,0.0,179.0,20327.868639829845,442.0,66321.66949982442,2798,378795.84431202913,0.0,0.0,2.0,8058.8230613150645,18.0,276573.2827561531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.577765252671442
7x76ngzub3j4PijMHm71nQ,5.0,5.0,21.0,0.0,0.0,0.0,18.0,43.0,157.0,0.0,0.0,0.0,69.0,5545.677080055501,169,13199.405959445758,466,54110.58602157009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9515.110483443688,105.0,51931.68076154357,1577,218602.48284419574,2.0,203739.84846862545,2.0,203739.84846862545,12.0,424316.82051971613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vA5MHe9LqNQcp8k_CaFkHg,0.0,0.0,4.0,0.0,0.0,0.0,6.0,7.0,16.0,0.0,0.0,0.0,17.0,2103.9963936464483,35,4676.101161888379,120,22868.146643843196,0.0,0.0,0.0,0.0,4.0,12762.035777583249,0.0,0.0,0.0,0.0,0.0,0.0,48.0,7661.397912601655,158.0,22023.936817179012,749,118709.64738237073,1.0,58051.64696549268,1.0,58051.64696549268,2.0,94948.86685670918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDHgJsy-4Lb6WhERPXPs0A,3.0,3.0,10.0,0.0,0.0,0.0,4.0,11.0,125.0,0.0,0.0,0.0,19.0,3783.6646752686593,52,9460.092589894566,303,38101.62023856332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,14049.54946662292,336.0,40925.746348507375,1858,211247.31033492257,0.0,0.0,2.0,25677.60376387119,3.0,48753.546024407304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gIdsoqeal31OEuBXhAaPPw,27.0,82.0,200.0,0.0,0.0,0.0,35.0,103.0,509.0,1.0,2.0,11.0,42.0,3705.9994516140423,153,11802.08426890787,699,49944.75874758473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,11927.050958232136,249.0,37571.137571750885,1890,215977.11851698963,6.0,269385.29175267386,19.0,314587.5006912765,33.0,9816875.110960674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WA2dW8HafdFte-dEWStZzg,30.0,90.0,434.0,0.0,0.0,1.0,22.0,78.0,480.0,1.0,3.0,24.0,27.0,5067.467115918525,74,10757.704361123291,801,52952.49464230615,0.0,0.0,12.0,10110.739271478651,96.0,23992.17005883876,0.0,0.0,0.0,0.0,0.0,0.0,26.0,31256.61218948347,143.0,96182.15321263197,687,435240.72205315146,3.0,16334.526233285882,3.0,16334.526233285882,23.0,394683.45296546066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1251.6042890002466
F1hbIYD1lNzbprtckd7bVg,32.0,66.0,217.0,0.0,0.0,0.0,36.0,91.0,495.0,1.0,3.0,12.0,72.0,4804.5828578629935,159,11068.952448165915,679,47295.14497170895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,10111.70156373982,225.0,33472.00993451084,1942,225909.3482106086,15.0,294406.50041139993,18.0,308926.16339949524,34.0,9876984.766789077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-OIUunijjcq_ZzyyQhPPFQ,8.0,15.0,78.0,0.0,0.0,0.0,14.0,54.0,317.0,1.0,1.0,4.0,44.0,7334.583987862319,152,15756.592649248281,682,54752.733202296215,0.0,0.0,0.0,0.0,1.0,761.2305270070694,0.0,0.0,0.0,0.0,0.0,0.0,111.0,10706.409640215164,455.0,79694.01456138874,2762,318581.5353204378,0.0,0.0,1.0,18885.863769582935,25.0,2996411.3513356573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,184.51003408237275
