fid,business_id,name,lat,lon,stars,city,categories
3549,-hsR1sWeD9Vw_nh5Qym2fg,Trolley Car Cafe,40.00737,-75.191347,3.5,Philadelphia,"American (Traditional), Restaurants, Food, Breakfast & Brunch"
3550,6t5GtOtmoApCtSNXv2RJpg,Mian at Rivers Casino Philadelphia,39.9638134,-75.1324645,2.5,Philadelphia,"Asian Fusion, Restaurants"
3551,7Zv6DTlcUZvBjmTic6oqTQ,Brunics,39.9261964,-75.1744997,4,Philadelphia,"Breakfast & Brunch, Restaurants"
3557,zxRmQ_FWVowh8rlzLCSURQ,Verree Express Pizza,40.072409,-75.0760465,3,Philadelphia,"Pizza, Restaurants"
3558,90LsqLbaoQpz_xNbSQsCFA,Starbucks,40.076366,-75.206754,3,Philadelphia,"Coffee & Tea, Restaurants, Food"
3559,Q0pFg3ri7kt9xIxxXh7-RQ,SOMO Manayunk,40.0250874,-75.2221876,3.5,Philadelphia,"Tapas/Small Plates, Restaurants, American (New), Nightlife, Breakfast & Brunch, Bars"
3562,L4xQO6dGB193NuuY4_PkGA,Blue Bear,39.948104,-75.159407,2.5,Philadelphia,"Restaurants, American (New)"
3563,6IwF2rpoaiR_W6DzOvuceA,Victory Brewing Company Philadelphia,39.9561946841,-75.1689851604,4.5,Philadelphia,"Nightlife, Breweries, Bars, Food, Pubs, Restaurants, Brewpubs"
3564,eLXLVbJJlqslB0MZNY1G6A,Sam's Cold Cuts,40.0373432,-75.1235487,3.5,Philadelphia,"Delis, Restaurants"
3568,XCJ8N1GrV9Gdgbyp1U05NQ,Key Food Pizza,39.9264546,-75.1656307,3,Philadelphia,"Pizza, Restaurants, American (Traditional)"
3571,FJl6LCHbqiM9mvSwDjFAjw,Kim's Restaurant,40.0421548,-75.1289525,4,Philadelphia,"Specialty Food, Restaurants, Korean, Ethnic Food, Food, Barbeque"
3574,RQAF6a0akMiot5lZZnMNNw,Dalessandro’s Steaks & Hoagies,40.029494,-75.2059714,4,Philadelphia,"Sandwiches, Delis, Restaurants, Cheesesteaks"
3575,xZ8xX5epDVMqD6mklwtP3g,Mama Yolanda's Italian Restaurant,39.9402619,-75.1561121,2,Philadelphia,"Restaurants, Italian"
3576,qM7Uh41I8wStZMXeoyDTYQ,Hatch & Coop,39.9547153,-75.2020952,3,Philadelphia,"Restaurants, Chicken Shop, Fast Food, Sandwiches"
3577,a8lpo_f90MkG38-g6Dv6dw,Manayunk Café,40.0154121,-75.210575,1.5,Philadelphia,"Restaurants, American (New), American (Traditional)"
3579,U7XK2Ki-PGx87IgXxH55IQ,Divan Turkish Kitchen,39.9407814,-75.1796694,3,Philadelphia,"Mediterranean, Turkish, Middle Eastern, Restaurants"
3580,2hCJpE5I2OfEToUGcvdGRQ,Wajoe,39.951986,-75.17492,3,Philadelphia,"Korean, Restaurants"
3582,dyxO905efg4xDODf-FCzZA,Katie O'Donnell's,40.0837370517,-74.9661775389,3,Philadelphia,"Bars, Pizza, Nightlife, Restaurants, Pubs, Burgers, Irish"
3584,K2svtoFXk68mFIIwLjG36g,Devon & Blakely,39.9535838538,-75.1701486602,3,Philadelphia,"Soup, Restaurants, Breakfast & Brunch, Sandwiches"
3585,BFPxxguGxBZQ0kR0rWePTQ,Dunkin',39.978086,-75.1194651,1.5,Philadelphia,"Food, Coffee & Tea, Donuts, Restaurants"
3586,dJGZ4w3ujr-X44XPOzxOfw,Cafe Mocha,39.9466562,-75.1578532,3,Philadelphia,"Food, Sandwiches, Breakfast & Brunch, Coffee & Tea, Restaurants"
3590,LSh18uOYKvYUtVoRXAsrtw,The Bourse Food Hall,39.9497563,-75.1480623,4,Philadelphia,"Food, Food Delivery Services, Shopping, Public Markets, Shopping Centers, Food Court, Restaurants"
3591,N00XVr8qnUl5DSdTecFJ0w,Cafe Express,39.9527827,-75.1703617,4,Philadelphia,"Delis, Sandwiches, Coffee & Tea, Restaurants, Food"
3593,7SUOgtE3XmoKbLT5KuUYlA,Taj-E-India,39.9634438366,-75.1468081,4.5,Philadelphia,"Indian, Restaurants"
3596,U_X60dqUInqe-F3cvbY57Q,A Taste O' Home,39.9437982,-75.2464248,2.5,Philadelphia,"American (New), Restaurants, Caribbean, Food, Event Planning & Services, Caterers"
3599,uPrgY60Ibnlc7zn323kg1Q,Bianca Pizza & Trattoria,39.941646,-75.151419,2.5,Philadelphia,"Restaurants, Pizza, Sandwiches, Italian"
3600,uVyohgIjld0qrQOPv7mXUQ,Sole Food,39.9518185,-75.1603207,3.5,Philadelphia,"Jazz & Blues, Restaurants, Seafood, Arts & Entertainment, Nightlife"
3603,hOupS2QRNIuMLfcpOqC0oA,Rose Petals Cafe,40.0295621,-75.1808491,4,Philadelphia,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Cafes"
3609,tTzXJ9oXZCCL3Wip6dEoTQ,The Crimson Cafe,39.9618991,-75.2384373,4,Philadelphia,"Restaurants, Soul Food, Southern"
3611,YPLfRswyryjjW3VJa-SdaA,Ishkabibble's,39.9416787531,-75.1487875936,4,Philadelphia,"Restaurants, Seafood, Cheesesteaks, Burgers, Pizza, Sandwiches"
3612,lQqHGyMrCfnPJATp7wUrZQ,Santucci Square Pizza V,39.9944495,-75.0970217,2.5,Philadelphia,"Pizza, Restaurants"
3616,fzftd8EhMnYCXE7D76zCrA,McDonald's,39.9137981886,-75.1511147859,2,Philadelphia,"Fast Food, Coffee & Tea, Burgers, Food, Restaurants"
3617,THDT2sGR0efmkqGz6PFkEg,Deborah's Kitchen,39.9738245,-75.1792592,4,Philadelphia,"Soul Food, Restaurants"
3619,m6kuLG__NpbZpbeKNV6-lg,Philly Pretzel Factory,39.949151,-75.159053,4,Philadelphia,"Food, Pretzels, Hot Dogs, Bakeries, Restaurants"
3623,hrxuwAwj7TIgAgo6TkPEMQ,Saxbys 11th and Locust,39.947449137,-75.1593495905,3.5,Philadelphia,"Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Sandwiches"
3628,rnecTemi_wnY5fjBng77Kw,Kayu,39.9554942817,-75.1689308789,3.5,Philadelphia,"Restaurants, Soup, Salad"
3631,57bce3hS4snqOknTfsiMKw,Station Pizza,40.086125,-75.044986,2.5,Philadelphia,"Restaurants, Sandwiches, Pizza, Wraps"
3637,xz_RcwDtr8_nHWnSj-oU-A,Saladworks,39.87642,-75.24698,2.5,Philadelphia,"Soup, American (Traditional), American (New), Salad, Vegetarian, Restaurants, Sandwiches"
3639,RtmrqFKEtcJJdUkQEiSqDw,Brasserie Perrier,39.9501502,-75.1683554,3.5,Philadelphia,"Restaurants, French"
3640,99JbYCWcjo5J7CKJUDkWpg,Wingstop,40.0648403503,-74.9837319859,1.5,Philadelphia,"Chicken Wings, Restaurants"
3642,ra6Ejpr6Y5nJL1Um6pzTdg,Mustard Greens Restaurant,39.9405417,-75.1459758,4,Philadelphia,"Restaurants, Chinese, Dim Sum"
3643,Zxr0o83EgGQcf6wnS7dUXw,Jin House,39.9478229,-75.1600295,3,Philadelphia,"Sushi Bars, Japanese, Restaurants, Chinese"
3644,i-FcfJpx8COXHJuj4PFb3Q,Azione,39.948674,-75.145814,2,Philadelphia,"Restaurants, Italian"
3646,kxKai8GE5oDMPevV7oxvbA,Tequilas Restaurant,39.9485127,-75.1680322,4,Philadelphia,"Restaurants, Bars, Nightlife, Mexican"
3648,"0hPp_rLhzOVZ0YRbojvSeQ",Montesini Pizza,40.0295108576,-75.0583856691,4,Philadelphia,"Restaurants, Italian, Pizza"
3654,c3bTW4kOYpIjibqoy-5i_w,Artigiano Pizza,40.064705,-74.987157,2.5,Philadelphia,"Restaurants, Pizza"
3655,yPOVNQu0iU6BR8RPIfIE3Q,Crêpe Town,39.9623509,-75.1637363,3,Philadelphia,"Restaurants, Creperies"
3658,loKMBVzemBJN0RMGwW8K8w,Baba Olga's Cafe & Supper Club,40.0155545,-75.1728699,4.5,Philadelphia,"American (New), Restaurants, Event Planning & Services, Arts & Entertainment, Caterers, Music Venues, American (Traditional), Coffee & Tea, Food, Nightlife, Wedding Planning, Venues & Event Spaces, Cafes"
3662,Tbc0uyY1O-Fc18FfTCDqIA,Kristina Pizza,39.9790008,-75.1353151,3.5,Philadelphia,"Pizza, Restaurants"
3666,42iv8H7NqN1f9fSz_NPf4g,El Boom Catracho,39.9358187,-75.1686973,5,Philadelphia,"Latin American, Spanish, American (Traditional), Chicken Wings, Restaurants, Mexican"
3668,ajGUFDANNSnqUoLvZPCcPw,Mace's Crossing,39.9559201,-75.1683168,3,Philadelphia,"American (Traditional), Restaurants, Bars, Nightlife"
3671,t3PkHzVTvPA8qRxKe9TIkQ,Booker's Restaurant and Bar,39.948041,-75.2242388,3.5,Philadelphia,"Bars, Event Planning & Services, Nightlife, Salad, American (Traditional), Tapas/Small Plates, Venues & Event Spaces, Breakfast & Brunch, Restaurants, American (New)"
3672,iRLFBbtyP8dpOKSFi6wXfg,Federal Donuts,39.9503652439,-75.1668518404,4.5,Philadelphia,"Food, Donuts, Chicken Shop, Restaurants, Coffee & Tea"
3675,wjJ4QBThuRUAz3m5-Wqxkg,Ambassador,39.9707616,-75.1479482,4,Philadelphia,"Cocktail Bars, Nightlife, Bars, Sports Bars, Falafel, Restaurants, Mediterranean, American (New)"
3678,Cwz2B0bXZXwCZ6Ru9-P6UA,Miracles Jamaican Restaurant and Bakery,40.0428569974,-75.0737344846,2.5,Philadelphia,"Restaurants, Caribbean, Food, African, Fast Food, Bakeries"
3681,DJt7e6ID5I7Wvc4-Iu6ueQ,Junior's Beef And Pork,39.9266757689,-75.1673920592,4,Philadelphia,"Cheesesteaks, Restaurants, Sandwiches"
3682,TOGQERO4hdon5DoVXHooEw,Le Petite Bistro,39.8760588,-75.2429838,3,Philadelphia,"Cafes, Restaurants, Modern European"
3683,YajautTNwCHcMFKmSkabcg,Popi's Italian Restaurant,39.9115964464,-75.1826359382,3.5,Philadelphia,"Italian, Restaurants, American (New)"
3684,pQ-oo8Bai2VuTqxy0bhLgQ,Kurry Korner,39.9553668,-75.1566243,4,Philadelphia,"Restaurants, Japanese, Asian Fusion, Japanese Curry, Thai"
3688,XeDoDjvzfGAE3PUgqhcbZQ,Momiji Sushi & Grill,39.9422549,-75.1507654,4,Philadelphia,"Restaurants, Sushi Bars"
3689,RkSs_qLitbI320DP245Ebw,Teri's Bar,39.9356619,-75.1586745,3.5,Philadelphia,"Nightlife, Restaurants, Bars, Breakfast & Brunch, Diners"
3691,jigDkvD3IrEl37ID-o14tA,Viet Kitchen,40.0315658,-75.1047976,3,Philadelphia,"Restaurants, Vietnamese"
3692,bACIZGdHRFfNtrufH0wMbQ,New York Bagel Bakery,39.9797004,-75.2680846,4.5,Philadelphia,"Coffee & Tea, Restaurants, Bagels, Food, Caterers, Bakeries, Event Planning & Services, Kosher"
3698,z7GXmSfRl92A_NWB7Zz4Og,Green Line Cafe,39.9563381,-75.202346,3.5,Philadelphia,"Breakfast & Brunch, Sandwiches, Restaurants, Coffee & Tea, Food, Cafes"
3700,bJJWjoYM8SMB9c4l1VKA1Q,Drougie's Pizza,40.036958,-75.0415951,2.5,Philadelphia,"Italian, Pizza, Restaurants, Fast Food"
3702,nnWPSAuwbfnKRVVJmd6www,Youma,39.9492053,-75.2137235,3.5,Philadelphia,"Event Planning & Services, Senegalese, Restaurants, African, Caterers, Halal"
3705,HnHAbKQmecWR4VCvub0AdA,Max's Brew Bar,39.966403,-75.13923,2,Philadelphia,"American (New), Restaurants, Bars, Nightlife, Beer Bar, American (Traditional), Sports Bars"
3711,p5pQ5PKXiEc4yLxsL4TsFA,Starbucks,39.947897,-75.166424,3.5,Philadelphia,"Restaurants, Coffee & Tea, Food"
3717,ZdMr2rrZAYfPVewtd29ifw,Kennett,39.9363263,-75.1469373,4,Philadelphia,"Pizza, Beer Hall, American (New), Gastropubs, Restaurants"
3719,DIG_4Jkj7YxgK7vha3XO6A,Red Lobster,40.075949,-75.034346,2,Philadelphia,"Seafood, American (Traditional), Restaurants"
3726,LO5yBY9uoowtq7FsaKPJXA,Kraftwork,39.9714957,-75.1273589,4,Philadelphia,"Gastropubs, Restaurants"
3727,NNi37vwG9SFX_Wn4oEJ1xA,Beehive Bake Shop,39.9763043,-75.132394,4.5,Philadelphia,"Macarons, Bakeries, Cupcakes, Cafes, Donuts, Restaurants, Specialty Food, Food"
3728,lV6P5CCe8NmTtrE1ix5Geg,Bocci's Steakhouse & Comedy Cafe,39.9292011,-75.144848,1,Philadelphia,"Restaurants, Steakhouses, Comedy Clubs, Seafood, Nightlife"
3730,TJhQ9wS_nuLE383nfWXnqw,Major Wing Lee Grocery Market,40.0090963,-75.1940071,4,Philadelphia,"Restaurants, Delis, Food, Grocery, Sandwiches"
3731,9oZc6qwbJfO0SuKXEMh27g,Pizza Roma,40.0495358252,-75.0597809021,3,Philadelphia,"Pizza, Restaurants"
3732,nFFCuRvcmvStV4Mwl6gFBg,Veggie Lovers,39.956394,-75.157096,3.5,Philadelphia,"Soup, Vegetarian, Restaurants, Chinese"
3741,qnprJxrjwuEivitA8V2aEQ,Fiorella,39.9388677768,-75.156939,4.5,Philadelphia,"Pasta Shops, Specialty Food, Food, Italian, Restaurants"
3742,90uXOQ0oaEaxiO-wJQkaRA,Katerina's Pizza,40.105194,-75.0320455,3,Philadelphia,"Pizza, Restaurants, Chicken Wings"
3743,yIw9cW6siE-vEVYyC8KMKQ,Soul D'lysh & Catering,39.9813918503,-75.1534097959,3,Philadelphia,"Food Trucks, Food, Soul Food, Restaurants, Barbeque, American (Traditional)"
3745,34-i9B0d0r0575-x6xDTsw,Pizzacato,39.95028,-75.145481,3,Philadelphia,"Restaurants, Italian"
3749,A4zsfXGNGeOu37dDMcKTUg,Honey Bee Gourmet Deli,39.9459602,-75.1594404,4.5,Philadelphia,"Delis, Restaurants, Convenience Stores, Grocery, Food"
3752,Mna6U7kUX36l8-dpDt-U-A,Gianfranco Pizza Rustica,39.9504169,-75.1456794,4,Philadelphia,"Italian, Pizza, Sandwiches, Restaurants"
3753,2daynBPzdkiqdW1ecWAZCA,Right Off Main,40.0296964,-75.2286022,2.5,Philadelphia,"Restaurants, Pizza"
3754,n38QafGVzbdjavNHtCcpqA,12th Street Cantina,39.9532957,-75.1594389,3,Philadelphia,"Restaurants, Mexican"
3758,yP1IBeS0hPYqSTB5bzxxZA,Tio Pepe Restaurant & Bar,40.0426014,-75.0747689,4.5,Philadelphia,"Nightlife, Bars, Restaurants, Portuguese, Iberian, Seafood"
3762,BnffoBFNuGmNAksel7AX8g,Cavanaugh's Restaurant,39.9544307,-75.1999069,3,Philadelphia,"Burgers, Caterers, Restaurants, Nightlife, American (Traditional), Bars, Event Planning & Services"
3763,bbWRELNpKXXnFgQMkGVT_g,Trolley Car Station,39.9496602,-75.2026672,3,Philadelphia,"Restaurants, American (New)"
3770,n3sRn8jx0zT5ew4tjjrRBw,Spring Garden Restaurant,39.9609007304,-75.145153154,4,Philadelphia,"Breakfast & Brunch, Restaurants"
3772,FfrMJk5L3weVgVGhpG4c2Q,Rustika Pollo a La Brasa,39.9558813,-75.2020031,3.5,Philadelphia,"Restaurants, Chicken Shop, Peruvian"
3775,TC0SkzAqSdbmX0bYyvoJ8g,McDonald's,40.056364,-75.0605151,1.5,Philadelphia,"Fast Food, Restaurants, Food, Coffee & Tea, Burgers"
3782,dgm6jrUZj-vAWa1OU5rbNQ,Yiro Yiro,40.0323421405,-75.2142540024,4.5,Philadelphia,"Greek, Food, Mediterranean, Falafel, Restaurants, Salad, Caterers, Event Planning & Services"
3783,yj0SWZvJ0tGwAywoVxPT5A,Dig,39.951201755,-75.1680316,4.5,Philadelphia,"Restaurants, American (New)"
3785,wXKiStXyJo0zI4uCwpNFMg,Tony's Market,39.916983,-75.1508328,4.5,Philadelphia,"Food, Sandwiches, Grocery, Restaurants, Delis"
3787,T9C1od-JorSPXwXgzSqM9Q,David's Mai Lai Wah,39.95549425,-75.1559746,3,Philadelphia,"Seafood, Chicken Shop, Restaurants, Chinese"
3794,fFbRLJVbT8DnEbm9sjDuCQ,Tradesman's,39.9504938936,-75.1627459377,3,Philadelphia,"Barbeque, Nightlife, Beer Bar, Bars, Restaurants, Whiskey Bars"
3795,iCVrRHR_Yxr6mHCpObnE1g,AmeriThai,39.9239494074,-75.1674575204,4,Philadelphia,"Thai, Restaurants"
3800,G1PbNo1yYxAu7G6b6sXZiw,Taco Loco,39.9343722849,-75.1514797566,4.5,Philadelphia,"Ethnic Food, Restaurants, Specialty Food, Food, Mexican, Food Trucks, Food Stands"
3805,7kLE0V9Pid6dx1vD4-jQfQ,Maoz Vegetarian,39.9412785,-75.1473324,4,Philadelphia,"Sandwiches, Middle Eastern, Vegetarian, Restaurants"
3807,1w40T5J6br425rMvpS1zgQ,La Cocina del Cafe,39.9316737,-75.1684579,5,Philadelphia,"Coffee & Tea, Food, Bubble Tea, Restaurants, Cafes, Mexican, Latin American, Breakfast & Brunch"
3811,tQKqrLs16Xi-lFrd3_CBAQ,JL Sullivan's Speakeasy,39.949028,-75.164482,2.5,Philadelphia,"Restaurants, Nightlife, Tapas Bars, Lounges, Sports Bars, Bars"
3815,BgQOm2TuoF1UmD4e7BOUjA,Jerry's Bar,39.9651094,-75.1389069,3.5,Philadelphia,"American (New), Bars, Sandwiches, Restaurants, American (Traditional), Nightlife, Cocktail Bars"
3816,z3eM7Wb7EsCuJbNz5IYu_Q,Bossam Bar,39.94888,-75.153243,3.5,Philadelphia,"Korean, Japanese, Restaurants, Asian Fusion"
3819,JxRSBtTNuLULDfKI3YGQSA,Asia Bakery,39.9540019,-75.1560283,4,Philadelphia,"Bakeries, Food, Restaurants"
3830,cNbwhOrfltPDjmouB8xJfA,The Sandwich Cafe,39.93815,-75.183635,4,Philadelphia,"Breakfast & Brunch, Sandwiches, Restaurants"
3833,cvwYlbvxGOtNNNds_r409w,Vernie's Soul Food,40.0273606,-75.1539957,2.5,Philadelphia,"Restaurants, Soul Food"
3834,TUtOrI_GnVwSuHHTTEN8MA,Chhaya Cafe,39.9272228,-75.1663261,4,Philadelphia,"Coffee & Tea, Sandwiches, Food, Breakfast & Brunch, Restaurants"
3836,"0ievJ8EHvr1YjXA1_I-YUg",Shifty's Taco,39.9742043947,-75.1815459547,4,Philadelphia,"Restaurants, Tex-Mex"
3837,QKCpN2DE_iz5om4tdaWndw,Slack's Hoagie Shack,39.975726,-75.119743,3.5,Philadelphia,"Sandwiches, Restaurants, Salad, Delis"
3843,fUKvUex3TPrxH3n_9pR9FQ,Pagano's Steaks,40.0704904,-75.1569826,3.5,Philadelphia,"Sandwiches, Food, Cheesesteaks, Specialty Food, Restaurants, Ethnic Food"
3844,vwAhm3pRjCEz_jNXr9vMaA,Matt & Marie's,39.9558026,-75.1694544,4,Philadelphia,"Delis, Italian, Sandwiches, Restaurants"
3852,x7gEX6dthpJvoOafV1XHaA,Cook,39.9488681,-75.1741267,4.5,Philadelphia,"Adult Education, Specialty Schools, Kitchen Supplies, Restaurants, Cooking Schools, Education, Kitchen & Bath, Home & Garden, Shopping"
3853,YXqqSPG3M3-pnJW9FjQfWg,Chillin Pizza,39.9216112,-75.2315848,1.5,Philadelphia,"Pizza, Restaurants"
3857,1YkxGFLXEJIW4oLgEUcqKw,Bravo Pizza & Halal Food,40.0106311,-75.1515396,2,Philadelphia,"Restaurants, Pizza, Halal"
3860,ESgGX4_yw6pnVVQA-oyHsg,Little Thai Market,39.9531593,-75.1590984,4,Philadelphia,"Thai, Restaurants"
3861,kOmhn5Eo6AWzMVL6ALRq2Q,Amazing Crab House,39.941011,-75.1458433,4.5,Philadelphia,"Restaurants, Bars, Sports Bars, Nightlife, Southern, Seafood"
3863,LCXRkGG1RhisKLVTHH3jiQ,Asian Fusion & Steak,39.9167625,-75.1690051,3.5,Philadelphia,"Chinese, Asian Fusion, Restaurants, Sushi Bars"
3864,MPQww2b74ASo1CW05BpubA,Subway,39.9428357,-75.1604151,2.5,Philadelphia,"Restaurants, Sandwiches, Fast Food"
3868,nKdvOAenRN4WllzGJ3hd4g,Win Win,39.961891,-75.154075,4.5,Philadelphia,"Restaurants, Cafes, Bars, Nightlife, Food, Coffee & Tea, Cocktail Bars"
3869,NswyW1E_C9hsKdW5oOF_Tg,Royal Tea Truck,39.9529301182,-75.2028094667,4,Philadelphia,"Food Trucks, Specialty Food, Bubble Tea, Ethnic Food, Taiwanese, Restaurants, Food"
3872,EhPoBZIeHCfrFPl3Rqcg-Q,Wrap Shack,39.9496367181,-75.1587568223,3.5,Philadelphia,"Restaurants, Sports Bars, Bars, Mexican, Nightlife, Tacos, Wraps, American (Traditional)"
3874,7j-s7IsivJLszx0s0w_QNw,Montego Grill,39.9568403,-75.2263347,1,Philadelphia,"Restaurants, Bars, Trinidadian, Nightlife, Caribbean, Chicken Wings"
3877,AwvhobfqOJNBnbXQ_pB3pw,Chix & Bowls,39.9524750756,-75.1735316558,4,Philadelphia,"Seafood, Restaurants, Sandwiches, Korean, Asian Fusion, American (Traditional), Chicken Wings, Comfort Food"
3879,UQNQzgy32KycsODdErBUpw,Flat Iron,39.9135752232,-75.1487063865,3,Philadelphia,"Bars, Nightlife, Sports Bars, Beer, Wine & Spirits, Food, Restaurants, American (Traditional)"
3880,7QfRLE_ti1yA0NqTWKLjdw,La Viola Ovest,39.9480118,-75.1680247,3.5,Philadelphia,"Restaurants, Italian"
3881,KDRKXax6rpTCdHf43nqQcw,The Penthouse Club,39.9854586,-75.08589,3,Philadelphia,"Pubs, Lounges, Nightlife, Steakhouses, Adult Entertainment, Restaurants, Strip Clubs, Bars"
3885,7HE_mWkvZ8GxsP0sLP-_ng,The PokéSpot,39.9515786,-75.1706125,4,Philadelphia,"Fast Food, Poke, Food, Restaurants, Hawaiian, Japanese"
3892,nBtIu2PasIHzlZMD_v2nfg,Germantown Biergarten,39.8946127289,-75.2292965411,2.5,Philadelphia,"American (New), Restaurants"
3897,fq1yCVBgBB7s6V-D68NO1g,Cafe Mi Quang,39.9984294,-75.1102539,5,Philadelphia,"Restaurants, Vietnamese"
3904,UCxfP4Lu3SxSh6U2fE8qcg,Fishtown Pizza,39.9716784,-75.1269349,3,Philadelphia,"Restaurants, Burgers, Pizza, Cheesesteaks"
3912,sV6up2rehuTegmfo3uYUtA,City Winery - Philadelphia,39.952533,-75.1562439278,2.5,Philadelphia,"Music Venues, American (Traditional), Venues & Event Spaces, Wineries, Arts & Entertainment, Nightlife, Restaurants, Event Planning & Services, Bars, Wine Bars, American (New), Food"
3921,Tozj3jTcnclmQKlNViY7SA,Volvér,39.9467935,-75.165297,3.5,Philadelphia,"Tapas/Small Plates, Diners, Bars, Restaurants, Nightlife, American (New)"
3925,sXxYeDRZN_2Rp12QF3Q0gQ,Coins Restaurant and Pub,39.9520404,-75.147515,2,Philadelphia,"American (Traditional), Restaurants"
3928,KNghZPPBf4JA8fsG_qaHKg,Il Polpo,40.0902817564,-75.0326782465,3.5,Philadelphia,"Restaurants, Mediterranean, Uzbek, Italian, Russian"
3930,qaPADjsU6c0Ufho0zdL6Yw,Azure,39.9648195,-75.1402322,3.5,Philadelphia,Restaurants
3931,HgjHiBZtYXgpsBhEITn-EA,KFC,40.0324851868,-75.1785321,2.5,Philadelphia,"Chicken Wings, Fast Food, Restaurants, Chicken Shop"
3932,GtLs9oOfNzBlR7JUehCVrQ,Hamilton Restaurant,39.9569323,-75.2024667,4,Philadelphia,"Restaurants, Diners"
3937,zE1ukT4dVBV6Wk-reSpWHA,Gaetano's,40.06821,-75.0068299,3,Philadelphia,"Restaurants, Delis, Sandwiches"
3947,ETjyPeqYHYkd3m0VR2k6uA,New Noodle Heaven,39.9238087,-75.1659356,3.5,Philadelphia,"Vegetarian, Restaurants, Chinese"
3948,_YkEJDR2wr23_ATOd7H3eA,Museum Restaurant,39.9657459198,-75.1810451801,3,Philadelphia,"Restaurants, American (New)"
3949,W6CV25UWatpZuD42o-Lcww,East King Buffet,39.95421,-75.18417,3,Philadelphia,"Restaurants, Chinese"
3952,lh3QYUmMsx1gSnH2dYwJSg,Brooklyn Bowl - Philadelphia,39.965276,-75.134904,4,Philadelphia,"Nightlife, Arts & Entertainment, Restaurants, American (Traditional), Venues & Event Spaces, Event Planning & Services, Music Venues, Bowling, Active Life"
3953,dTL6npuTfmM-kieva8U43w,Hot Tamales,39.9544196,-75.1699529,2.5,Philadelphia,"Mexican, Fast Food, Restaurants"
3954,5A4OCImLDi8tTYzcFjRQAQ,Philly Pizza and Grill,40.0618893,-75.0832513,2.5,Philadelphia,"Restaurants, Pizza"
3955,D9_XFaD9Zi1F3REIiyh37A,Meltkraft Rittenhouse,39.9517305,-75.1687295,4,Philadelphia,"American (New), Sandwiches, Restaurants"
3956,b6kCTSH1kHtfcHxUTm2odA,BAMBU,39.9346629,-75.1542102,4,Philadelphia,"Desserts, Bubble Tea, Juice Bars & Smoothies, Food, Coffee & Tea, Restaurants, Vietnamese"
3960,WQzQvusL15qZMxKlQq4CDA,Point Breakfast Restaurant,39.9337388,-75.1805413,4,Philadelphia,"Restaurants, Diners, Breakfast & Brunch"
3962,TywTBjUpo4J3TXvBtxG1MA,Chris's Pizza,39.9998548,-75.2089107,2.5,Philadelphia,"Restaurants, Pizza"
3964,a_fp9I18WcbP86rQ4c_QZQ,Uzbekistan Restaurant,40.1226988,-75.0162309,4,Philadelphia,"Restaurants, Uzbek, Russian, Middle Eastern"
3965,kBL0Z76KLUxBjvZS2djZzw,MidAtlantic Restaurant & Tap Room,39.956641,-75.196958,3,Philadelphia,"American (New), Restaurants"
3967,pl5Aa-czd1t0eQBCCFUfTw,The Little Bird Bakery & Cafe,39.9422853867,-75.1505559683,4,Philadelphia,"Restaurants, Cafes, Caterers, Food, Event Planning & Services, Bakeries"
3968,v92xgVl-BH_pQM486ea-9g,Greens and Grains,39.9506387,-75.1691989,5,Philadelphia,"Restaurants, Vegan"
3971,NWLViuVGh--12IAL1iw2pQ,The Shake Seafood,40.0416423,-75.1058717,4.5,Philadelphia,"Seafood, Cajun/Creole, Restaurants"
3972,sYlYeHpykKr-sdE7Unuidg,Hoof + Fin,39.9409344,-75.1476183,4,Philadelphia,"Steakhouses, Seafood, Argentine, Restaurants"
3973,dtsnh96yn64IT7sErc509g,Asian Palace,39.9183863039,-75.1813937037,3.5,Philadelphia,"Asian Fusion, Vietnamese, Restaurants, Venues & Event Spaces, Chinese, Event Planning & Services"
3975,Je10gqBQIqSvYNS8XGrYnw,Chez Colette,39.9507208157,-75.1689343926,3.5,Philadelphia,"Restaurants, Hotels, Nightlife, Event Planning & Services, Hotels & Travel, Caterers, Breakfast & Brunch, French, Cocktail Bars, Bars"
3977,RnMGVQpGRmEmJlI7Uewi4A,Taijiang Snackies,39.9538713,-75.1563263,4.5,Philadelphia,"Restaurants, Chinese"
3981,Pb2Gda3L6H3SRefymTtzAw,GiGi Restaurant & Lounge,39.950674,-75.146297,2,Philadelphia,"American (New), Tapas/Small Plates, Restaurants, Latin American, Mediterranean"
3982,FBv7DrM8M4uFoclwAL90QQ,Sakura Japanese Restaurant,40.0504143,-75.0513295,4.5,Philadelphia,"Restaurants, Japanese, Buffets"
3989,nF9pEi7NxvMWXZYTHOhdew,Rosa Blanca Cafe,39.9531863003,-75.1645308389,3.5,Philadelphia,"Restaurants, Coffee & Tea, Breakfast & Brunch, Food, Cuban, Cafes"
3991,pnDavnO86ecVdnecksUW9w,Georgian Bread Cuisine,40.1106186,-75.0239353,4.5,Philadelphia,"Food, Delis, Coffee & Tea, Salad, Russian, Restaurants, Georgian"
3994,elWsPNrZ62gt8-AZ8V8TNg,Huda,39.952171,-75.1704643294,4.5,Philadelphia,"Kosher, Sandwiches, Restaurants, Food, Food Delivery Services, Salad"
